,ParticipantID,Rating,WhatWasRating,StimName,TarGen_FM,TarRace,ParGen,ParRace,ParAge
28951,2235765709,4,agg,099_03.jpg,0,1,0,0,35
28953,2235765709,4,agg,bf15.jpg,0,1,0,0,35
28956,2235765709,3,agg,CFD-BF-242-154-N.jpg,0,1,0,0,35
28957,2235765709,6,agg,bf17.jpg,0,1,0,0,35
28958,2235765709,5,agg,CFD-BF-206-143-N.jpg,0,1,0,0,35
28961,2235765709,5,agg,CFD-BF-231-202-N.jpg,0,1,0,0,35
28962,2235765709,4,agg,bf08.jpg,0,1,0,0,35
28967,2235765709,4,agg,CFD-BF-221-223-N.jpg,0,1,0,0,35
28968,2235765709,3,agg,CFD-BF-217-189-N.jpg,0,1,0,0,35
28970,2235765709,6,agg,13F_NE_C.jpg,0,1,0,0,35
28975,2235765709,5,agg,CFD-BF-243-164-N.jpg,0,1,0,0,35
28978,2235765709,5,agg,CFD-BF-254-201-N.jpg,0,1,0,0,35
28979,2235765709,6,agg,EMBfemale49neutral.jpg,0,1,0,0,35
28986,2235765709,3,agg,CFD-BF-228-212-N.jpg,0,1,0,0,35
28992,2235765709,5,agg,CFD-BF-237-172-N.jpg,0,1,0,0,35
28998,2235765709,3,agg,CFD-BF-215-177-N.jpg,0,1,0,0,35
28999,2235765709,4,agg,025_03.jpg,0,1,0,0,35
29000,2235765709,6,agg,EMBfemale29neutral.jpg,0,1,0,0,35
29004,2235765709,5,agg,TMBfemale18-2neutral.jpg,0,1,0,0,35
29005,2235765709,5,agg,CFD-BF-017-003-N.jpg,0,1,0,0,35
29007,2235765709,4,agg,14F_NE_C.jpg,0,1,0,0,35
29009,2235765709,2,agg,CFD-BF-210-130-N.jpg,0,1,0,0,35
29010,2235765709,6,agg,bf07.jpg,0,1,0,0,35
31239,2333736975,1,agg,CFD-BF-020-002-N.jpg,0,1,0,0,47
31241,2333736975,1,agg,CFD-BF-036-027-N.jpg,0,1,0,0,47
31245,2333736975,4,agg,CFD-BF-025-002-N.jpg,0,1,0,0,47
31246,2333736975,2,agg,CFD-BF-039-031-N.jpg,0,1,0,0,47
31248,2333736975,4,agg,CFD-BF-040-003-N.jpg,0,1,0,0,47
31249,2333736975,5,agg,CFD-BF-012-001-N.jpg,0,1,0,0,47
31253,2333736975,5,agg,CFD-BF-248-149-N.jpg,0,1,0,0,47
31254,2333736975,7,agg,CFD-BF-032-038-N.jpg,0,1,0,0,47
31255,2333736975,7,agg,CFD-BF-045-003-N.jpg,0,1,0,0,47
31256,2333736975,4,agg,CFD-BF-003-003-N.jpg,0,1,0,0,47
31258,2333736975,7,agg,CFD-BF-038-037-N.jpg,0,1,0,0,47
31259,2333736975,4,agg,CFD-BF-042-026-N.jpg,0,1,0,0,47
31260,2333736975,3,agg,CFD-BF-028-001-N.jpg,0,1,0,0,47
31262,2333736975,6,agg,CFD-BF-011-002-N.jpg,0,1,0,0,47
31265,2333736975,7,agg,CFD-BF-015-004-N.jpg,0,1,0,0,47
31268,2333736975,6,agg,CFD-BF-005-001-N.jpg,0,1,0,0,47
31270,2333736975,7,agg,CFD-BF-034-002-N.jpg,0,1,0,0,47
31271,2333736975,7,agg,CFD-BF-031-002-N.jpg,0,1,0,0,47
31273,2333736975,5,agg,CFD-BF-035-001-N.jpg,0,1,0,0,47
31277,2333736975,7,agg,CFD-BF-044-034-N.jpg,0,1,0,0,47
31278,2333736975,7,agg,CFD-BF-004-014-N.jpg,0,1,0,0,47
31279,2333736975,3,agg,CFD-BF-027-002-N.jpg,0,1,0,0,47
31280,2333736975,2,agg,CFD-BF-246-170-N.jpg,0,1,0,0,47
31281,2333736975,2,agg,CFD-BF-006-017-N.jpg,0,1,0,0,47
31288,2333736975,7,agg,CFD-BF-010-001-N.jpg,0,1,0,0,47
31289,2333736975,1,agg,CFD-BF-251-211-N.jpg,0,1,0,0,47
31292,2333736975,5,agg,CFD-BF-043-003-N.jpg,0,1,0,0,47
31293,2333736975,5,agg,CFD-BF-018-039-N.jpg,0,1,0,0,47
31294,2333736975,6,agg,CFD-BF-001-025-N.jpg,0,1,0,0,47
31296,2333736975,4,agg,CFD-BF-014-002-N.jpg,0,1,0,0,47
31298,2333736975,2,agg,CFD-BF-013-001-N.jpg,0,1,0,0,47
31300,2333736975,6,agg,CFD-BF-033-028-N.jpg,0,1,0,0,47
31309,2333736975,7,agg,CFD-BF-016-017-N.jpg,0,1,0,0,47
31310,2333736975,7,agg,CFD-BF-029-031-N.jpg,0,1,0,0,47
31311,2333736975,5,agg,CFD-BF-009-002-N.jpg,0,1,0,0,47
31313,2333736975,7,agg,CFD-BF-023-010-N.jpg,0,1,0,0,47
31315,2333736975,5,agg,CFD-BF-024-002-N.jpg,0,1,0,0,47
31316,2333736975,4,agg,CFD-BF-002-001-N.jpg,0,1,0,0,47
31318,2333736975,2,agg,CFD-BF-041-001-N.jpg,0,1,0,0,47
31321,2333736975,5,agg,CFD-BF-008-001-N.jpg,0,1,0,0,47
31323,2333736975,6,agg,CFD-BF-021-013-N.jpg,0,1,0,0,47
31325,2333736975,6,agg,CFD-BF-037-022-N.jpg,0,1,0,0,47
31331,2333736975,7,agg,CFD-BF-030-002-N.jpg,0,1,0,0,47
31335,2333736975,7,agg,CFD-BF-019-001-N.jpg,0,1,0,0,47
31336,2333736975,7,agg,CFD-BF-007-001-N.jpg,0,1,0,0,47
33931,2442519289,5,agg,CFD-BF-050-003-N.jpg,0,1,0,0,46
33934,2442519289,4,agg,TMBfemale25neutral.jpg,0,1,0,0,46
33936,2442519289,5,agg,CFD-BF-212-315-N.jpg,0,1,0,0,46
33938,2442519289,3,agg,bf10.jpg,0,1,0,0,46
33939,2442519289,4,agg,129_03.jpg,0,1,0,0,46
33943,2442519289,7,agg,CFD-BF-234-167-N.jpg,0,1,0,0,46
33946,2442519289,7,agg,CFD-BF-209-172-N.jpg,0,1,0,0,46
33948,2442519289,5,agg,062_03.jpg,0,1,0,0,46
33949,2442519289,5,agg,CFD-BF-255-140-N.jpg,0,1,0,0,46
33951,2442519289,4,agg,CFD-BF-244-231-N.jpg,0,1,0,0,46
33954,2442519289,4,agg,CFD-BF-247-179-N.jpg,0,1,0,0,46
33956,2442519289,7,agg,CFD-BF-047-003-N.jpg,0,1,0,0,46
33961,2442519289,4,agg,CFD-BF-245-178-N.jpg,0,1,0,0,46
33962,2442519289,7,agg,TMBfemale37neutral.jpg,0,1,0,0,46
33964,2442519289,4,agg,bf11.jpg,0,1,0,0,46
33965,2442519289,5,agg,CFD-BF-253-202-N.jpg,0,1,0,0,46
33966,2442519289,7,agg,12F_NE_C.jpg,0,1,0,0,46
33971,2442519289,2,agg,WBfemale28neutral.jpg,0,1,0,0,46
33974,2442519289,5,agg,CFD-BF-207-004-N.jpg,0,1,0,0,46
33975,2442519289,7,agg,bf05.jpg,0,1,0,0,46
33976,2442519289,4,agg,CFD-BF-233-116-N.jpg,0,1,0,0,46
33982,2442519289,6,agg,bf13.jpg,0,1,0,0,46
33984,2442519289,4,agg,bf03.jpg,0,1,0,0,46
33985,2442519289,5,agg,CFD-BF-230-189-N.jpg,0,1,0,0,46
33987,2442519289,4,agg,CFD-BF-222-240-N.jpg,0,1,0,0,46
33988,2442519289,6,agg,CFD-BF-240-179-N.jpg,0,1,0,0,46
33989,2442519289,4,agg,CFD-BF-049-032-N.jpg,0,1,0,0,46
33992,2442519289,6,agg,CFD-BF-214-308-N.jpg,0,1,0,0,46
33994,2442519289,4,agg,EMBfemale20neutral.jpg,0,1,0,0,46
34001,2442519289,6,agg,CFD-BF-239-180-N.jpg,0,1,0,0,46
34010,2442519289,7,agg,CFD-BF-225-192-N.jpg,0,1,0,0,46
34016,2442519289,7,agg,CFD-BF-224-002-N.jpg,0,1,0,0,46
34017,2442519289,5,agg,bf02.jpg,0,1,0,0,46
34025,2442519289,6,agg,CFD-BF-249-091-N.jpg,0,1,0,0,46
36700,2517607356,4,agg,mb046.jpg,1,1,0,0,28
36703,2517607356,4,agg,CFD-BM-203-001-N.jpg,1,1,0,0,28
36704,2517607356,3,agg,CFD-BM-020-001-N.jpg,1,1,0,0,28
36705,2517607356,4,agg,CFD-BM-225-154-N.jpg,1,1,0,0,28
36707,2517607356,5,agg,CFD-BM-219-141-N.jpg,1,1,0,0,28
36709,2517607356,6,agg,mb027.jpg,1,1,0,0,28
36710,2517607356,5,agg,bm07.jpg,1,1,0,0,28
36714,2517607356,5,agg,40M_NE_C.jpg,1,1,0,0,28
36715,2517607356,5,agg,42M_NE_C.jpg,1,1,0,0,28
36718,2517607356,5,agg,CFD-BM-200-046-N.jpg,1,1,0,0,28
36719,2517607356,6,agg,CFD-BM-230-232-N.jpg,1,1,0,0,28
36720,2517607356,3,agg,mb048.jpg,1,1,0,0,28
36722,2517607356,4,agg,CFD-BM-212-117-N.jpg,1,1,0,0,28
36723,2517607356,5,agg,CFD-BM-206-114-N.jpg,1,1,0,0,28
36726,2517607356,5,agg,CFD-BM-221-198-N.jpg,1,1,0,0,28
36730,2517607356,4,agg,CFD-BM-036-003-N.jpg,1,1,0,0,28
36737,2517607356,4,agg,bm14.jpg,1,1,0,0,28
36741,2517607356,5,agg,mb038.jpg,1,1,0,0,28
36742,2517607356,5,agg,CFD-BM-034-031-N.jpg,1,1,0,0,28
36749,2517607356,3,agg,043_03.jpg,1,1,0,0,28
36750,2517607356,5,agg,mb002.jpg,1,1,0,0,28
36753,2517607356,4,agg,bm08.jpg,1,1,0,0,28
36765,2517607356,3,agg,CFD-BM-216-088-N.jpg,1,1,0,0,28
36773,2517607356,4,agg,CFD-BM-012-018-N.jpg,1,1,0,0,28
36775,2517607356,5,agg,38M_NE_C.jpg,1,1,0,0,28
36777,2517607356,2,agg,mb007.jpg,1,1,0,0,28
36780,2517607356,3,agg,mb009.jpg,1,1,0,0,28
36783,2517607356,4,agg,mb008.jpg,1,1,0,0,28
36784,2517607356,3,agg,bm01.jpg,1,1,0,0,28
36790,2517607356,4,agg,bm02.jpg,1,1,0,0,28
36792,2517607356,3,agg,CFD-BM-029-024-N.jpg,1,1,0,0,28
36795,2517607356,4,agg,mb040.jpg,1,1,0,0,28
36796,2517607356,3,agg,CFD-BM-228-145-N.jpg,1,1,0,0,28
40710,2686292551,3,agg,mb007.jpg,1,1,0,0,35
40713,2686292551,2,agg,CFD-BM-216-088-N.jpg,1,1,0,0,35
40716,2686292551,3,agg,CFD-BM-228-145-N.jpg,1,1,0,0,35
40717,2686292551,3,agg,mb027.jpg,1,1,0,0,35
40718,2686292551,2,agg,CFD-BM-200-046-N.jpg,1,1,0,0,35
40720,2686292551,2,agg,mb046.jpg,1,1,0,0,35
40722,2686292551,3,agg,mb048.jpg,1,1,0,0,35
40723,2686292551,5,agg,043_03.jpg,1,1,0,0,35
40725,2686292551,2,agg,CFD-BM-012-018-N.jpg,1,1,0,0,35
40728,2686292551,2,agg,mb009.jpg,1,1,0,0,35
40731,2686292551,5,agg,mb002.jpg,1,1,0,0,35
40733,2686292551,3,agg,CFD-BM-221-198-N.jpg,1,1,0,0,35
40734,2686292551,2,agg,CFD-BM-225-154-N.jpg,1,1,0,0,35
40737,2686292551,3,agg,bm01.jpg,1,1,0,0,35
40739,2686292551,4,agg,40M_NE_C.jpg,1,1,0,0,35
40741,2686292551,2,agg,bm02.jpg,1,1,0,0,35
40753,2686292551,3,agg,bm07.jpg,1,1,0,0,35
40758,2686292551,2,agg,bm08.jpg,1,1,0,0,35
40764,2686292551,1,agg,CFD-BM-036-003-N.jpg,1,1,0,0,35
40769,2686292551,2,agg,CFD-BM-029-024-N.jpg,1,1,0,0,35
40770,2686292551,4,agg,CFD-BM-206-114-N.jpg,1,1,0,0,35
40771,2686292551,5,agg,CFD-BM-230-232-N.jpg,1,1,0,0,35
40775,2686292551,3,agg,mb038.jpg,1,1,0,0,35
40776,2686292551,2,agg,CFD-BM-034-031-N.jpg,1,1,0,0,35
40777,2686292551,2,agg,mb008.jpg,1,1,0,0,35
40780,2686292551,5,agg,CFD-BM-219-141-N.jpg,1,1,0,0,35
40787,2686292551,2,agg,bm14.jpg,1,1,0,0,35
40790,2686292551,4,agg,42M_NE_C.jpg,1,1,0,0,35
40792,2686292551,3,agg,CFD-BM-020-001-N.jpg,1,1,0,0,35
40794,2686292551,3,agg,38M_NE_C.jpg,1,1,0,0,35
40798,2686292551,5,agg,mb040.jpg,1,1,0,0,35
40803,2686292551,3,agg,CFD-BM-212-117-N.jpg,1,1,0,0,35
40804,2686292551,3,agg,CFD-BM-203-001-N.jpg,1,1,0,0,35
41283,2697403304,2,agg,bm07.jpg,1,1,0,0,37
41286,2697403304,1,agg,mb007.jpg,1,1,0,0,37
41290,2697403304,4,agg,CFD-BM-219-141-N.jpg,1,1,0,0,37
41292,2697403304,1,agg,CFD-BM-216-088-N.jpg,1,1,0,0,37
41294,2697403304,1,agg,bm02.jpg,1,1,0,0,37
41296,2697403304,1,agg,CFD-BM-020-001-N.jpg,1,1,0,0,37
41297,2697403304,5,agg,42M_NE_C.jpg,1,1,0,0,37
41299,2697403304,2,agg,mb048.jpg,1,1,0,0,37
41304,2697403304,3,agg,mb008.jpg,1,1,0,0,37
41310,2697403304,2,agg,CFD-BM-225-154-N.jpg,1,1,0,0,37
41311,2697403304,4,agg,mb046.jpg,1,1,0,0,37
41316,2697403304,3,agg,CFD-BM-012-018-N.jpg,1,1,0,0,37
41317,2697403304,3,agg,mb002.jpg,1,1,0,0,37
41323,2697403304,3,agg,CFD-BM-221-198-N.jpg,1,1,0,0,37
41324,2697403304,2,agg,bm14.jpg,1,1,0,0,37
41326,2697403304,3,agg,CFD-BM-206-114-N.jpg,1,1,0,0,37
41328,2697403304,2,agg,CFD-BM-212-117-N.jpg,1,1,0,0,37
41329,2697403304,1,agg,mb027.jpg,1,1,0,0,37
41332,2697403304,2,agg,CFD-BM-029-024-N.jpg,1,1,0,0,37
41334,2697403304,2,agg,40M_NE_C.jpg,1,1,0,0,37
41337,2697403304,4,agg,CFD-BM-034-031-N.jpg,1,1,0,0,37
41347,2697403304,3,agg,043_03.jpg,1,1,0,0,37
41348,2697403304,3,agg,mb038.jpg,1,1,0,0,37
41349,2697403304,5,agg,bm08.jpg,1,1,0,0,37
41352,2697403304,1,agg,mb009.jpg,1,1,0,0,37
41353,2697403304,2,agg,bm01.jpg,1,1,0,0,37
41357,2697403304,4,agg,38M_NE_C.jpg,1,1,0,0,37
41362,2697403304,5,agg,CFD-BM-230-232-N.jpg,1,1,0,0,37
41363,2697403304,2,agg,mb040.jpg,1,1,0,0,37
41366,2697403304,1,agg,CFD-BM-228-145-N.jpg,1,1,0,0,37
41370,2697403304,1,agg,CFD-BM-200-046-N.jpg,1,1,0,0,37
41373,2697403304,4,agg,CFD-BM-203-001-N.jpg,1,1,0,0,37
41380,2697403304,2,agg,CFD-BM-036-003-N.jpg,1,1,0,0,37
41387,2700426838,4,agg,CFD-BF-219-137-N.jpg,0,1,1,0,35
41388,2700426838,1,agg,bf06.jpg,0,1,1,0,35
41390,2700426838,5,agg,CFD-BF-213-188-N.jpg,0,1,1,0,35
41399,2700426838,5,agg,CFD-BF-232-187-N.jpg,0,1,1,0,35
41400,2700426838,5,agg,CFD-BF-202-109-N.jpg,0,1,1,0,35
41403,2700426838,3,agg,EMBfemale20-2neutral.jpg,0,1,1,0,35
41404,2700426838,2,agg,CFD-BF-204-189-N.jpg,0,1,1,0,35
41411,2700426838,5,agg,126_03.jpg,0,1,1,0,35
41414,2700426838,3,agg,CFD-BF-223-250-N.jpg,0,1,1,0,35
41417,2700426838,1,agg,EMBfemale21-3neutral.jpg,0,1,1,0,35
41422,2700426838,3,agg,CFD-BF-235-168-N.jpg,0,1,1,0,35
41423,2700426838,2,agg,11F_NE_C.jpg,0,1,1,0,35
41426,2700426838,5,agg,CFD-BF-208-266-N.jpg,0,1,1,0,35
41436,2700426838,3,agg,CFD-BF-051-035-N.jpg,0,1,1,0,35
41443,2700426838,2,agg,CFD-BF-241-222-N.jpg,0,1,1,0,35
41444,2700426838,2,agg,bf14.jpg,0,1,1,0,35
41447,2700426838,2,agg,bf18.jpg,0,1,1,0,35
41448,2700426838,5,agg,CFD-BF-236-177-N.jpg,0,1,1,0,35
41449,2700426838,2,agg,EMBfemale21neutral.jpg,0,1,1,0,35
41453,2700426838,4,agg,CFD-BF-205-141-N.jpg,0,1,1,0,35
41456,2700426838,2,agg,TMBfemale20-2neutral.jpg,0,1,1,0,35
41458,2700426838,4,agg,CFD-BF-048-002-N.jpg,0,1,1,0,35
41460,2700426838,4,agg,CFD-BF-229-179-N.jpg,0,1,1,0,35
41466,2700426838,1,agg,CFD-BF-218-207-N.jpg,0,1,1,0,35
41467,2700426838,7,agg,CFD-BF-227-137-N.jpg,0,1,1,0,35
41469,2700426838,5,agg,CFD-BF-200-080-N.jpg,0,1,1,0,35
41470,2700426838,4,agg,CFD-BF-238-190-N.jpg,0,1,1,0,35
41471,2700426838,5,agg,CFD-BF-252-191-N.jpg,0,1,1,0,35
41472,2700426838,5,agg,bf12.jpg,0,1,1,0,35
41473,2700426838,4,agg,bf01.jpg,0,1,1,0,35
41475,2700426838,2,agg,CFD-BF-216-132-N.jpg,0,1,1,0,35
41476,2700426838,1,agg,CFD-BF-220-161-N.jpg,0,1,1,0,35
41477,2700426838,3,agg,bf09.jpg,0,1,1,0,35
42068,2714441426,2,agg,CFD-BF-238-190-N.jpg,0,1,0,0,38
42069,2714441426,1,agg,11F_NE_C.jpg,0,1,0,0,38
42072,2714441426,5,agg,EMBfemale20-2neutral.jpg,0,1,0,0,38
42073,2714441426,5,agg,bf14.jpg,0,1,0,0,38
42076,2714441426,3,agg,bf06.jpg,0,1,0,0,38
42077,2714441426,4,agg,bf01.jpg,0,1,0,0,38
42080,2714441426,5,agg,CFD-BF-208-266-N.jpg,0,1,0,0,38
42087,2714441426,5,agg,CFD-BF-241-222-N.jpg,0,1,0,0,38
42090,2714441426,4,agg,CFD-BF-236-177-N.jpg,0,1,0,0,38
42092,2714441426,5,agg,CFD-BF-218-207-N.jpg,0,1,0,0,38
42094,2714441426,6,agg,CFD-BF-227-137-N.jpg,0,1,0,0,38
42095,2714441426,4,agg,CFD-BF-048-002-N.jpg,0,1,0,0,38
42100,2714441426,5,agg,CFD-BF-235-168-N.jpg,0,1,0,0,38
42107,2714441426,4,agg,CFD-BF-229-179-N.jpg,0,1,0,0,38
42110,2714441426,4,agg,CFD-BF-051-035-N.jpg,0,1,0,0,38
42113,2714441426,6,agg,bf18.jpg,0,1,0,0,38
42115,2714441426,3,agg,bf09.jpg,0,1,0,0,38
42117,2714441426,4,agg,TMBfemale20-2neutral.jpg,0,1,0,0,38
42121,2714441426,2,agg,EMBfemale21neutral.jpg,0,1,0,0,38
42123,2714441426,4,agg,CFD-BF-252-191-N.jpg,0,1,0,0,38
42132,2714441426,3,agg,EMBfemale21-3neutral.jpg,0,1,0,0,38
42135,2714441426,5,agg,CFD-BF-223-250-N.jpg,0,1,0,0,38
42139,2714441426,2,agg,CFD-BF-216-132-N.jpg,0,1,0,0,38
42142,2714441426,6,agg,CFD-BF-200-080-N.jpg,0,1,0,0,38
42143,2714441426,4,agg,126_03.jpg,0,1,0,0,38
42146,2714441426,5,agg,CFD-BF-220-161-N.jpg,0,1,0,0,38
42147,2714441426,3,agg,CFD-BF-205-141-N.jpg,0,1,0,0,38
42148,2714441426,6,agg,CFD-BF-204-189-N.jpg,0,1,0,0,38
42153,2714441426,4,agg,CFD-BF-232-187-N.jpg,0,1,0,0,38
42154,2714441426,3,agg,CFD-BF-202-109-N.jpg,0,1,0,0,38
42155,2714441426,5,agg,CFD-BF-219-137-N.jpg,0,1,0,0,38
42157,2714441426,5,agg,bf12.jpg,0,1,0,0,38
42161,2714441426,5,agg,CFD-BF-213-188-N.jpg,0,1,0,0,38
44735,2847588986,1,agg,CFD-BF-212-315-N.jpg,0,1,0,0,28
44739,2847588986,5,agg,TMBfemale25neutral.jpg,0,1,0,0,28
44741,2847588986,3,agg,129_03.jpg,0,1,0,0,28
44744,2847588986,5,agg,CFD-BF-230-189-N.jpg,0,1,0,0,28
44749,2847588986,4,agg,CFD-BF-240-179-N.jpg,0,1,0,0,28
44750,2847588986,5,agg,CFD-BF-245-178-N.jpg,0,1,0,0,28
44753,2847588986,5,agg,CFD-BF-224-002-N.jpg,0,1,0,0,28
44755,2847588986,4,agg,CFD-BF-225-192-N.jpg,0,1,0,0,28
44757,2847588986,4,agg,CFD-BF-049-032-N.jpg,0,1,0,0,28
44759,2847588986,3,agg,CFD-BF-047-003-N.jpg,0,1,0,0,28
44766,2847588986,5,agg,bf03.jpg,0,1,0,0,28
44768,2847588986,5,agg,CFD-BF-249-091-N.jpg,0,1,0,0,28
44770,2847588986,4,agg,bf13.jpg,0,1,0,0,28
44773,2847588986,3,agg,CFD-BF-209-172-N.jpg,0,1,0,0,28
44775,2847588986,5,agg,bf02.jpg,0,1,0,0,28
44780,2847588986,4,agg,EMBfemale20neutral.jpg,0,1,0,0,28
44781,2847588986,4,agg,bf10.jpg,0,1,0,0,28
44783,2847588986,3,agg,CFD-BF-239-180-N.jpg,0,1,0,0,28
44787,2847588986,4,agg,CFD-BF-244-231-N.jpg,0,1,0,0,28
44793,2847588986,5,agg,CFD-BF-255-140-N.jpg,0,1,0,0,28
44794,2847588986,6,agg,062_03.jpg,0,1,0,0,28
44795,2847588986,5,agg,CFD-BF-253-202-N.jpg,0,1,0,0,28
44801,2847588986,5,agg,WBfemale28neutral.jpg,0,1,0,0,28
44803,2847588986,5,agg,bf11.jpg,0,1,0,0,28
44806,2847588986,4,agg,12F_NE_C.jpg,0,1,0,0,28
44807,2847588986,4,agg,CFD-BF-247-179-N.jpg,0,1,0,0,28
44810,2847588986,5,agg,bf05.jpg,0,1,0,0,28
44813,2847588986,3,agg,CFD-BF-222-240-N.jpg,0,1,0,0,28
44815,2847588986,4,agg,CFD-BF-234-167-N.jpg,0,1,0,0,28
44816,2847588986,4,agg,CFD-BF-233-116-N.jpg,0,1,0,0,28
44826,2847588986,5,agg,CFD-BF-214-308-N.jpg,0,1,0,0,28
44827,2847588986,6,agg,TMBfemale37neutral.jpg,0,1,0,0,28
44828,2847588986,4,agg,CFD-BF-207-004-N.jpg,0,1,0,0,28
44829,2847588986,6,agg,CFD-BF-050-003-N.jpg,0,1,0,0,28
45028,2862439013,3,agg,EMBfemale20neutral.jpg,0,1,0,0,19
45033,2862439013,4,agg,CFD-BF-233-116-N.jpg,0,1,0,0,19
45034,2862439013,5,agg,CFD-BF-214-308-N.jpg,0,1,0,0,19
45037,2862439013,5,agg,CFD-BF-240-179-N.jpg,0,1,0,0,19
45041,2862439013,4,agg,CFD-BF-255-140-N.jpg,0,1,0,0,19
45043,2862439013,5,agg,CFD-BF-209-172-N.jpg,0,1,0,0,19
45046,2862439013,5,agg,CFD-BF-245-178-N.jpg,0,1,0,0,19
45048,2862439013,3,agg,CFD-BF-253-202-N.jpg,0,1,0,0,19
45050,2862439013,1,agg,TMBfemale37neutral.jpg,0,1,0,0,19
45051,2862439013,5,agg,CFD-BF-249-091-N.jpg,0,1,0,0,19
45052,2862439013,7,agg,062_03.jpg,0,1,0,0,19
45057,2862439013,6,agg,bf11.jpg,0,1,0,0,19
45058,2862439013,7,agg,CFD-BF-224-002-N.jpg,0,1,0,0,19
45064,2862439013,6,agg,12F_NE_C.jpg,0,1,0,0,19
45065,2862439013,7,agg,129_03.jpg,0,1,0,0,19
45068,2862439013,5,agg,CFD-BF-050-003-N.jpg,0,1,0,0,19
45073,2862439013,4,agg,CFD-BF-049-032-N.jpg,0,1,0,0,19
45077,2862439013,4,agg,CFD-BF-244-231-N.jpg,0,1,0,0,19
45080,2862439013,5,agg,bf13.jpg,0,1,0,0,19
45082,2862439013,4,agg,bf02.jpg,0,1,0,0,19
45085,2862439013,7,agg,CFD-BF-239-180-N.jpg,0,1,0,0,19
45088,2862439013,4,agg,CFD-BF-047-003-N.jpg,0,1,0,0,19
45089,2862439013,1,agg,CFD-BF-212-315-N.jpg,0,1,0,0,19
45090,2862439013,1,agg,CFD-BF-230-189-N.jpg,0,1,0,0,19
45091,2862439013,2,agg,CFD-BF-234-167-N.jpg,0,1,0,0,19
45101,2862439013,6,agg,CFD-BF-225-192-N.jpg,0,1,0,0,19
45102,2862439013,4,agg,bf10.jpg,0,1,0,0,19
45105,2862439013,7,agg,bf05.jpg,0,1,0,0,19
45106,2862439013,4,agg,CFD-BF-207-004-N.jpg,0,1,0,0,19
45108,2862439013,5,agg,bf03.jpg,0,1,0,0,19
45111,2862439013,3,agg,CFD-BF-247-179-N.jpg,0,1,0,0,19
45119,2862439013,4,agg,WBfemale28neutral.jpg,0,1,0,0,19
45121,2862439013,5,agg,TMBfemale25neutral.jpg,0,1,0,0,19
45122,2862439013,4,agg,CFD-BF-222-240-N.jpg,0,1,0,0,19
47715,2980603722,4,agg,CFD-BF-250-121-N.jpg,0,1,0,0,38
47716,2980603722,4,agg,EMBfemale22-4neutral.jpg,0,1,0,0,38
47719,2980603722,2,agg,EMBfemale49neutral.jpg,0,1,0,0,38
47720,2980603722,3,agg,CFD-BF-017-003-N.jpg,0,1,0,0,38
47726,2980603722,5,agg,025_03.jpg,0,1,0,0,38
47728,2980603722,4,agg,CFD-BF-242-154-N.jpg,0,1,0,0,38
47729,2980603722,7,agg,CFD-BF-254-201-N.jpg,0,1,0,0,38
47732,2980603722,3,agg,CFD-BF-221-223-N.jpg,0,1,0,0,38
47735,2980603722,5,agg,CFD-BF-215-177-N.jpg,0,1,0,0,38
47740,2980603722,5,agg,CFD-BF-211-168-N.jpg,0,1,0,0,38
47743,2980603722,3,agg,CFD-BF-226-119-N.jpg,0,1,0,0,38
47746,2980603722,3,agg,TMBfemale18-2neutral.jpg,0,1,0,0,38
47748,2980603722,6,agg,099_03.jpg,0,1,0,0,38
47751,2980603722,3,agg,CFD-BF-228-212-N.jpg,0,1,0,0,38
47753,2980603722,2,agg,CFD-BF-206-143-N.jpg,0,1,0,0,38
47754,2980603722,3,agg,CFD-BF-201-080-N.jpg,0,1,0,0,38
47758,2980603722,4,agg,CFD-BF-243-164-N.jpg,0,1,0,0,38
47759,2980603722,5,agg,EMBfemale33neutral.jpg,0,1,0,0,38
47763,2980603722,6,agg,13F_NE_C.jpg,0,1,0,0,38
47766,2980603722,6,agg,EMBfemale29neutral.jpg,0,1,0,0,38
47769,2980603722,3,agg,bf15.jpg,0,1,0,0,38
47774,2980603722,5,agg,bf04.jpg,0,1,0,0,38
47780,2980603722,7,agg,CFD-BF-203-184-N.jpg,0,1,0,0,38
47781,2980603722,6,agg,CFD-BF-237-172-N.jpg,0,1,0,0,38
47787,2980603722,5,agg,14F_NE_C.jpg,0,1,0,0,38
47789,2980603722,4,agg,bf16.jpg,0,1,0,0,38
47790,2980603722,5,agg,bf07.jpg,0,1,0,0,38
47795,2980603722,4,agg,CFD-BF-210-130-N.jpg,0,1,0,0,38
47799,2980603722,7,agg,CFD-BF-231-202-N.jpg,0,1,0,0,38
47805,2980603722,7,agg,bf08.jpg,0,1,0,0,38
47806,2980603722,4,agg,CFD-BF-217-189-N.jpg,0,1,0,0,38
47807,2980603722,7,agg,EMBfemale26neutral.jpg,0,1,0,0,38
47808,2980603722,7,agg,bf17.jpg,0,1,0,0,38
48103,2988937398,6,agg,CFD-BF-030-002-N.jpg,0,1,1,0,47
48105,2988937398,3,agg,CFD-BF-003-003-N.jpg,0,1,1,0,47
48109,2988937398,7,agg,CFD-BF-015-004-N.jpg,0,1,1,0,47
48112,2988937398,7,agg,CFD-BF-021-013-N.jpg,0,1,1,0,47
48114,2988937398,1,agg,CFD-BF-040-003-N.jpg,0,1,1,0,47
